BASE/zhadu/DlA8iQ;GGP_BASE_PROVER;2015-04-26;true;;30044;660;20
BASE/racetrackcorridor/k1OQRg;GGP_BASE_PROVER;2015-04-26;true;;30000;41903;2099
BASE/gt_two_thirds_4p/DStnxQ;GGP_BASE_PROVER;2015-04-26;true;;30000;33173;33173
DRESDEN/nim4/F5YAYg;GGP_BASE_PROVER;2015-04-26;true;;30000;220385;16487
BASE/lightsOut/5P1ZBw;GGP_BASE_PROVER;2015-04-26;true;;30000;33813;1690
DRESDEN/crossers3/xiPTxg;GGP_BASE_PROVER;2015-04-26;true;;30000;29071;2213
BASE/twisty-passages/DiZmmg;GGP_BASE_PROVER;2015-04-26;true;;30000;202435;1017
DRESDEN/sat_test_20v_91c_visualisation/aw8BIA;GGP_BASE_PROVER;2015-04-26;true;;30000;30484;1524
DRESDEN/hanoi7_bugfix/3gdnFw;GGP_BASE_PROVER;2015-04-26;true;;30000;202335;1593
DRESDEN/mummymaze2p-comp2007/oTQRQg;GGP_BASE_PROVER;2015-04-26;true;;30000;45331;963
DRESDEN/cubicup_3player/awDtsQ;GGP_BASE_PROVER;2015-04-26;true;;30007;5030;59
DRESDEN/backgammon/mqCW0Q;GGP_BASE_PROVER;2015-04-26;true;;30002;9118;48
STANFORD/multipletictactoe/_bkafQ;GGP_BASE_PROVER;2015-04-26;true;;30001;19672;1094
BASE/guess/SPpk1A;GGP_BASE_PROVER;2015-04-26;true;;30000;24504;2756
BASE/kalaha5x2x3/WviNsw;GGP_BASE_PROVER;2015-04-26;true;;30000;73290;739
BASE/ttcc4/Le0qjQ;GGP_BASE_PROVER;2015-04-26;true;;30000;21263;758
BASE/cephalopodMicro/9l2D3g;GGP_BASE_PROVER;2015-04-26;true;;30017;1546;34
DRESDEN/brain_teaser_extended/ZDp94A;GGP_BASE_PROVER;2015-04-26;true;;30000;114418;7627
DRESDEN/catcha_mouse/cHv4dw;GGP_BASE_PROVER;2015-04-26;true;;30000;42530;3190
BASE/checkersTorusNoKings/pwb6oQ;GGP_BASE_PROVER;2015-04-26;true;;30000;20451;337
BASE/knightsTour/mvtVIg;GGP_BASE_PROVER;2015-04-26;true;;30000;407764;83922
STANFORD/nineboardtictactoe/y28P-A;GGP_BASE_PROVER;2015-04-26;true;;30002;12686;430
BASE/tttcc4/8Bs2lg;GGP_BASE_PROVER;2015-04-26;true;;30000;21307;757
BASE/blobwars/0XT15Q;GGP_BASE_PROVER;2015-04-26;true;;30004;8915;222
DRESDEN/buttons/ADUaHw;GGP_BASE_PROVER;2015-04-26;true;;30000;679083;113180
